date,AEP,AMZN,CAT,JPM,XOM
7/31/2012,34.22713359,233.3,71.38390178,31.3089431,72.97659071
8/1/2012,34.1785155,232.09,70.06150673,31.3089431,73.02700631
8/2/2012,33.88680698,230.81,70.45992062,30.58709803,72.1615384
8/3/2012,34.30816374,234.97,72.07052997,31.38721546,73.56477279
8/6/2012,34.34867881,233.99,73.19795652,31.56985096,73.48074677
8/7/2012,34.11369139,236.56,73.93544606,32.1873329,73.87566903
8/8/2012,34.69710844,234.38,73.93544606,32.31778683,74.17816267
8/9/2012,35.5327885,234.06,74.93571924,32.10906054,74.58989012
8/10/2012,35.68026145,232.75,75.39347137,32.15254518,74.79285581
8/13/2012,35.60652497,232.44,75.11373396,32.16993904,74.5391487
8/14/2012,35.5327885,233.19,74.486444,32.26560525,74.58989012
8/15/2012,35.36073672,237.42,74.26604482,32.23951447,74.42075205
8/16/2012,35.4344732,241.55,75.09678017,32.26560525,74.98736459
8/17/2012,35.28700024,241.17,76.30049874,32.16124211,74.7590282
8/20/2012,35.31977201,240.35,76.66500507,32.50042233,74.37846753
8/21/2012,34.94289669,239.45,76.5378517,33.08311655,73.96407925
8/22/2012,34.91012492,243.1,75.20697976,32.90048104,74.19241565
8/23/2012,34.90193198,241.198,74.28299861,32.37866533,73.8372257
8/24/2012,35.06579082,245.74,74.14736835,32.32648375,74.46303657
8/27/2012,35.07398376,243.92,73.43530947,32.37866533,74.20087255
8/28/2012,35.13952729,246.11,72.90974221,32.29169604,74.50532109
8/29/2012,35.21326377,247.12,72.97755734,32.43954383,74.33618301
8/30/2012,35.06579082,246.22,71.60430095,32.09166668,73.74419976
8/31/2012,35.22145671,248.27,72.3333136,32.30039297,73.82876879
9/4/2012,35.34435084,247.88,70.06998362,32.1873329,73.67654453
9/5/2012,35.18868494,246.22,70.14627564,32.27430218,73.85413951
9/6/2012,35.65568262,251.38,71.87556147,33.64841691,75.25798551
9/7/2012,35.60652497,259.14,74.6814125,34.17892955,76.04447755
9/10/2012,35.54917438,257.09,73.83372337,33.70929541,75.67237379
9/11/2012,35.58194615,255.67,75.10525706,34.43983741,75.79077044
9/12/2012,35.63929674,255.63,75.54605541,34.71813913,75.73157211
9/13/2012,36.01617206,260.24,76.86845046,36.00528457,77.15233193
9/14/2012,35.77038381,261.27,78.9791964,36.15313236,78.05722062
9/17/2012,35.69664733,258,77.97892322,35.82264907,77.72740137
9/18/2012,35.65568262,258.75,78.89442748,35.88352757,77.50752188
9/19/2012,35.90966382,261.68,79.63191703,35.953103,76.59417629
9/20/2012,36.024365,260.81,78.44515224,35.87483064,77.39758213
9/21/2012,36.05713677,257.47,77.75004715,35.55304428,77.73585828
9/24/2012,36.41762621,254.805,77.02951139,35.85743678,77.70203066
9/25/2012,36.34388973,252.46,73.75743134,35.26604563,77.58363401
9/26/2012,36.34388973,249.67,73.70657,34.99644085,77.15233193
9/27/2012,35.90147088,256.59,73.68113932,35.37910571,77.63437543
9/28/2012,35.99978618,254.32,72.93517289,35.20516713,77.33838381
10/1/2012,35.97520735,252.01,72.45199008,35.63131664,77.63437543
10/2/2012,36.18822384,250.6,72.45199008,35.58783199,77.5667202
10/3/2012,36.40943327,255.92,72.29092915,35.79655828,77.5498064
10/4/2012,36.42581915,260.47,72.86735776,36.63759342,77.98956539
10/5/2012,36.22918855,258.51,72.41808252,36.54122481,78.26864321
10/8/2012,36.34388973,259.06,72.42655941,36.4974209,78.37858295
10/9/2012,36.40124033,250.96,71.84165391,36.25211898,77.91345325
10/10/2012,36.11448736,244.99,70.49382819,36.59378951,76.98319385
10/11/2012,36.24557443,244.22,70.23104456,36.88289534,77.1015905
10/12/2012,36.14725913,242.36,70.20561388,36.46237777,76.98319385
10/15/2012,36.46678386,244.18,70.19713699,37.12819726,77.38912523
10/16/2012,36.50774857,243.94,72.01966862,37.52243248,78.12487584
10/17/2012,36.88462389,247.49,73.43530947,37.95171084,78.97902311
10/18/2012,37.08944744,244.85,73.86763093,37.68012657,79.05513525
10/19/2012,36.85185212,240,71.51396363,37.07563256,77.93036706
10/22/2012,36.8272733,233.78,72.5543528,36.87413456,77.96419468
10/23/2012,36.55690622,234.31,71.27518579,36.20831507,76.26435704
10/24/2012,35.90147088,228.49,70.55032449,36.54122481,76.01064993
10/25/2012,35.97520735,222.92,71.23254689,36.50618168,76.47577963
10/26/2012,36.00797912,238.24,71.84654706,36.05938176,76.6364608
10/31/2012,36.40943327,232.8931,72.32410274,36.51494247,77.1015905
11/1/2012,36.36846856,232.14,74.74599228,37.53119326,77.46523736
11/2/2012,36.23738149,232.4224,73.15982519,37.16324039,76.34046918
11/5/2012,35.6311038,234.33,73.99554763,37.03182865,76.64491771
11/6/2012,35.49182379,237.56,75.11268682,37.56623639,77.47369426
11/7/2012,34.85277433,232.0608,72.50318612,35.46364854,75.05501982
11/8/2012,34.82792091,227.35,71.34340803,35.39356227,74.10981003
11/9/2012,34.62909358,226.31,72.44349166,35.5862995,74.22939758
11/12/2012,34.19001656,226.47,72.6396306,35.55125636,74.32302485
11/13/2012,34.24800786,226.6,71.00229683,35.0781741,73.59954144
11/14/2012,34.11545631,222.95,69.16029634,34.42111539,73.25907866
11/15/2012,33.93319792,220.599,69.33085194,34.50872322,73.31865965
11/16/2012,34.39712836,225.23,69.86810208,34.63137418,73.5825183
11/19/2012,34.33913706,229.71,71.30929691,35.56001715,74.62092978
11/20/2012,34.11545631,233.78,71.06199129,35.65638576,74.4762331
11/21/2012,33.95805134,238.03,70.82321345,35.68266811,74.91032314
11/23/2012,33.99118923,239.88,71.76979704,35.99805628,75.82957265
11/26/2012,34.36399047,243.62,72.18765826,35.81407985,75.42952888
11/27/2012,34.33913706,243.4017,71.64188033,35.70018967,74.34855955
11/28/2012,34.69536936,247.11,72.43496388,35.77027593,74.98692727
11/29/2012,34.94390352,251.27,73.55210307,36.11194646,75.00395041
11/30/2012,35.33327372,252.05,72.69079728,35.9892955,75.02097354
12/3/2012,35.02674825,250.3291,72.05121378,35.75275437,74.56986036
12/4/2012,35.08473955,252.4881,71.76979704,35.54249558,74.21237444
12/5/2012,35.78891968,253.96,73.38154747,36.09442489,74.6719992
12/6/2012,35.84691099,253.37,73.29626967,36.33096603,74.90181157
12/7/2012,35.84691099,253.2681,74.18315879,37.28589135,75.41250574
12/10/2012,35.92975571,247.77,74.38782552,37.06687178,75.25078592
12/11/2012,35.98774701,250.69,74.47310332,37.35597761,75.74445695
12/12/2012,36.0208849,251.76,75.00182568,37.46986778,76.13598915
12/13/2012,35.57352341,251.25,75.35146466,37.47862857,75.3954826
12/14/2012,35.49067869,249.19,75.89724259,37.50491092,74.96990413
12/17/2012,36.06230726,253.86,76.44302051,38.09188336,75.64231812
12/18/2012,36.37711721,260.4,77.40665966,38.43355389,76.22961641
12/19/2012,36.04573832,257.99,77.42371522,38.13568727,75.27325646
12/20/2012,36.12029857,261.5,76.76707615,39.01176555,75.65934126
12/21/2012,35.99603149,256.92,75.39470384,38.54744406,74.24642072
12/24/2012,35.78891968,258.62,75.03445611,38.4773578,73.98256207
12/26/2012,35.44925633,248.6314,75.19742532,38.51240093,74.11023561
12/27/2012,35.32498924,248.31,75.188848,38.2232951,73.93149265
12/28/2012,34.96875694,245.18,74.45977521,37.88162457,72.43345642
12/31/2012,35.35812713,250.87,76.86014015,38.52037324,73.66763399
1/2/2013,36.16172093,257.31,80.19800693,39.3884792,75.50613301
1/3/2013,36.13686751,258.48,80.96996636,39.30910251,75.36994789
1/4/2013,36.07887621,259.15,81.41598736,40.00585349,75.71892224
1/7/2013,35.92975571,268.4592,81.66472984,40.04995165,74.84223059
1/8/2013,35.74749732,266.38,80.62687328,40.12932834,75.31036691
1/9/2013,35.75578179,266.35,81.00427566,40.10286945,75.02097354
1/10/2013,36.07887621,265.34,81.55322459,40.70260446,75.83808422
1/11/2013,35.82205757,267.94,81.64757519,40.69378483,76.27217426
1/14/2013,35.82205757,272.73,81.16724488,40.46447438,76.24663955
1/15/2013,35.75578179,271.9,82.05928688,40.87899711,76.2040817
1/16/2013,35.72264391,268.93,81.64757519,41.29351985,76.15301229
1/17/2013,35.78891968,270.48,82.08501886,40.95837381,76.77435686
1/18/2013,36.04573832,272.12,83.73186563,40.97601307,77.28505103
1/22/2013,36.4682464,270.19,83.8176389,41.04657013,77.38718986
1/23/2013,36.53452218,268.11,83.07141146,40.77316152,77.19993534
1/24/2013,36.60908243,273.62,82.85697828,40.89663638,77.75318735
1/25/2013,36.83276317,283.99,81.98209094,41.59338736,78.07662699
1/28/2013,36.85761659,276.04,83.58605108,41.13476646,77.54890969
1/29/2013,37.29669361,260.35,84.57244367,41.55810883,78.1021617
1/30/2013,37.37125386,272.764,84.61533031,41.56692846,77.17440063
1/31/2013,37.52037436,265.5,84.39231981,41.4963714,76.57859076
2/1/2013,37.478952,265,85.33582577,42.20194201,76.63817175
2/4/2013,37.28012467,259.98,84.28081456,42.05200825,75.88064206
2/5/2013,37.15585759,266.89,84.43520644,43.03098747,76.38282466
2/6/2013,37.32154703,262.22,83.80048425,42.87223408,76.42538251
2/7/2013,37.25457252,260.23,82.43668926,42.53708804,75.59976027
2/8/2013,37.31317522,261.95,83.07141146,42.88987335,75.90815589
2/11/2013,37.44712424,257.21,82.85697828,42.91633225,75.62545991
2/12/2013,37.58944508,258.7,83.38877256,43.33967461,75.77965772
2/13/2013,37.61456052,269.47,82.66827709,42.93397151,75.95955516
2/14/2013,37.4806115,269.24,82.40237996,43.41023167,75.83105699
2/15/2013,37.7819968,265.09,82.00782292,43.11036416,75.69399227
2/19/2013,38.14198481,269.75,81.99924559,43.61308322,76.51638059
2/20/2013,38.15035662,266.41,79.95784178,42.87223408,76.21655152
2/21/2013,37.97454853,265.94,78.50827352,42.55472731,75.8910228
2/22/2013,38.66103728,265.42,78.51685085,43.13682306,76.41358205
2/25/2013,38.24244658,259.87,76.47544704,42.06964752,75.12860029
2/26/2013,38.78661449,259.36,77.15305587,41.98145119,75.82249044
2/27/2013,39.06288435,263.25,79.12584106,43.46314947,76.69627804
2/28/2013,39.17171794,264.27,79.22876899,43.14564269,76.71341113
3/1/2013,39.10474342,265.74,78.36245897,43.13682306,76.61061259
3/4/2013,39.73262948,273.11,76.98150933,43.30439608,76.19941843
3/5/2013,39.90006576,275.59,77.37606637,43.64836175,76.7648104
3/6/2013,39.90006576,273.79,76.88715873,44.12462191,76.72197768
3/7/2013,39.67402678,273.88,76.89573606,44.65379987,75.99382134
3/8/2013,39.75774492,274.19,77.63338618,44.27455567,76.21655152
3/11/2013,39.66565496,271.24,78.20806708,44.52150538,76.37931587
3/12/2013,39.59030864,274.13,76.972932,44.34511273,76.37931587
3/13/2013,39.71588585,275.1,76.57837496,44.23927714,76.46498132
3/14/2013,39.91680939,265.74,76.08089,44.98012628,76.95327439
3/15/2013,40.1009893,261.82,76.19239525,44.11580228,76.55921332
3/18/2013,39.9251812,257.89,76.64699358,43.66600102,76.04522061
3/19/2013,39.93355301,256.41,75.71206494,43.39259241,75.88245626
3/20/2013,40.23493832,257.278,74.57128046,43.32203535,75.92528898
3/21/2013,39.87495032,253.39,74.47692986,42.64292364,75.53122791
3/22/2013,40.06750204,257.75,75.03445611,43.02216784,76.49068096
3/25/2013,39.90006576,256.02,74.31396065,42.79285739,76.25938424
3/26/2013,40.20982288,260.31,74.62274442,42.89869298,77.21027074
3/27/2013,40.31028465,265.3,74.53697115,42.13138494,77.59576527
3/28/2013,40.71213172,266.49,74.59701244,41.85797633,77.19313765
4/1/2013,40.60329814,261.61,73.45622795,42.18430274,77.75852963
4/2/2013,40.46934911,263.322,72.80435111,42.58118621,77.59576527
4/3/2013,40.26842558,259.03,72.15247426,41.58456772,77.03893984
4/4/2013,40.73724716,259.08,72.58991793,42.15263866,76.90187512
4/5/2013,40.77910623,255.48,72.56418595,42.52543521,76.2508177
4/8/2013,41.21444056,258.95,72.21251555,43.12013447,75.89958935
4/9/2013,41.02188884,261.14,73.67923845,43.20889556,76.04522061
4/10/2013,41.55768494,264.77,74.25391936,43.71483373,75.96812171
4/11/2013,41.80046755,269.85,73.50769192,43.76809038,76.43071514
4/12/2013,41.84232662,272.87,72.95016566,43.50180713,76.23368461
4/15/2013,41.08049154,267.72,70.56566877,42.54318743,74.09204834
4/16/2013,41.4739668,272.34,70.85729789,43.0402495,74.19484688
4/17/2013,41.33164596,267.4,69.87948262,41.53131107,73.74081999
4/18/2013,41.42373591,259.42,69.4591936,41.39816945,74.20341342
4/19/2013,41.80883936,260.32,69.43329531,41.92185984,74.91443666
4/22/2013,42.16882737,263.55,71.40156478,42.02837314,75.46269555
4/23/2013,42.39486634,268.9,72.60151854,42.75621403,76.4992475
4/24/2013,42.61253351,268.78,72.32527019,43.24439999,76.61061259
4/25/2013,42.49532811,274.7,72.95546173,43.49293102,75.44556246
4/26/2013,42.3111482,254.81,73.10221867,43.38641772,75.38559664
4/29/2013,42.95577789,249.74,73.2058118,43.42192216,75.56549409
4/30/2013,43.05623965,253.81,73.0935859,43.50180713,76.23368461
5/1/2013,42.88880337,248.23,71.72097693,42.61419629,74.96583594
5/2/2013,42.83857249,252.55,72.73964271,42.67632905,75.92528898
5/3/2013,42.76322616,258.05,75.08775366,42.22364753,77.11603875
5/6/2013,42.24417369,255.72,75.61435207,42.76509014,77.59576527
5/7/2013,42.75485435,257.73,77.51355945,43.61719654,78.08405834
5/8/2013,42.3697509,258.68,77.96246301,44.16751526,78.55521832
5/9/2013,41.27922858,260.16,77.65168362,43.52843546,78.52095214
5/10/2013,41.27077492,263.63,76.50352643,43.45742659,77.75325306
5/13/2013,41.14397,264.51,76.02872459,44.08763028,77.71874973
5/14/2013,41.31304323,268.33,75.57982102,44.58469235,78.5899588
5/15/2013,41.76954094,266.56,75.10501918,45.34803767,78.70209462
5/16/2013,41.46520913,264.12,74.91509844,45.24152437,78.23629967
5/17/2013,41.96397516,269.9,75.68341415,46.42204679,79.1506379
5/20/2013,41.82026291,267.63,76.25317637,46.41317068,79.80620116
5/21/2013,41.72727264,268.86,76.05462287,47.06112659,80.04772447
5/22/2013,41.07634071,262.96,75.70931243,47.6025692,79.5215487
5/23/2013,40.81427721,261.8,75.06185537,47.35403816,79.1765154
5/24/2013,40.33241851,261.74,74.42303107,47.62919752,78.95224376
5/28/2013,39.36024745,267.29,74.40576555,48.46355171,79.68543951
5/29/2013,39.04746197,265.53,74.66474837,48.52568447,79.42666454
5/30/2013,38.96292536,266.83,74.59568629,49.36891477,79.43529037
5/31/2013,38.7346765,269.2,74.06908788,48.4546756,78.03790553
6/3/2013,39.00519367,266.88,74.35396899,48.36591452,78.89186293
6/4/2013,38.92911072,265.7,74.17268101,47.96648964,78.31393216
6/5/2013,38.55714961,267.17,72.87776688,47.0700027,77.33058727
6/6/2013,38.60787158,267.83,72.51519093,47.48717979,77.83088555
6/7/2013,39.01364733,276.87,73.07632038,48.17064014,78.8832371
6/10/2013,38.81075946,281.07,72.34253571,48.25052511,78.59858463
6/11/2013,38.34580808,274.78,72.10081841,47.47830368,78.02927969
6/12/2013,38.2105495,271.67,71.83320282,47.20314432,77.40821976
6/13/2013,38.81921312,275.79,73.49932566,48.08187905,78.77972711
6/14/2013,38.472613,273.99,72.40296504,47.15876378,78.13278968
6/17/2013,38.52333497,278.06,72.44612884,47.79784358,78.93499209
6/18/2013,38.80230579,281.76,72.98999277,48.0286224,79.29727705
6/19/2013,37.86394938,278.16,72.73100995,47.53156033,78.49507464
6/20/2013,36.51136356,273.44,71.82457006,46.58181674,76.81303733
6/21/2013,37.01012958,273.36,71.75550798,46.1202591,77.18394812
6/24/2013,36.83260269,270.61,70.37426624,45.19714383,76.32136488
6/25/2013,37.12002718,272.088,71.07351987,46.2267724,76.86479232
6/26/2013,37.70332981,277.57,70.87496637,46.59956895,77.45997476
6/27/2013,37.60188588,277.55,71.6173838,47.176516,77.66699473
6/28/2013,37.85549572,277.69,71.21164404,46.8569761,77.93439554
7/1/2013,37.59343222,282.1,71.41019754,46.59069284,77.89126638
7/2/2013,37.60188588,283.73,71.20301128,47.20314432,78.18454468
7/3/2013,37.58497855,284.03,70.65914735,47.17632435,78.22767384
7/5/2013,37.43281265,285.88,70.90949742,48.26700307,78.98674709
7/8/2013,37.67796883,290.59,71.82457006,48.90174232,79.57330369
7/9/2013,37.67796883,291.53,73.66334812,49.07160212,80.51351942
7/10/2013,38.39653005,292.33,73.34393597,49.01796218,80.06497614
7/11/2013,39.08973028,299.66,74.84603635,49.29510186,80.45313859
7/12/2013,39.35179379,307.55,75.25177611,49.14312203,80.56527441
7/15/2013,40.15489162,306.57,75.45032961,49.07160212,80.43588693
7/16/2013,39.92664276,306.87,76.11505219,49.17888199,80.47901609
7/17/2013,39.8082915,308.69,74.82013807,49.41132172,80.61702941
7/18/2013,39.9181891,304.11,74.51799144,50.39472056,81.41060599
7/19/2013,39.85055981,305.23,74.45713914,50.20698078,82.09204675
7/22/2013,39.8082915,303.48,74.76140065,50.56458036,81.79876844
7/23/2013,39.81674516,301.06,74.34412772,50.66292024,82.11792424
7/24/2013,39.20808154,298.94,72.535945,50.62716028,81.93678176
7/25/2013,38.72622284,303.4,71.40583081,50.51094042,81.9195301
7/26/2013,39.28416449,312.01,71.33628532,50.1086409,81.76426511
7/29/2013,39.47859871,306.1,72.17083119,49.78680128,81.10870185
7/30/2013,39.35179379,302.41,72.31861535,49.46496165,80.91893354
7/31/2013,39.18272056,301.22,72.07520614,49.82256123,80.86717855
8/1/2013,39.35179379,305.57,73.40526362,50.54670038,79.98734364
8/2/2013,39.37715477,304.21,73.28355901,50.50200043,79.31452872
8/5/2013,39.2165352,300.99,72.64026324,50.15334084,79.00399875
8/6/2013,38.70931552,300.75,71.74486507,49.60800149,78.90048877
8/7/2013,38.85302776,296.91,71.65793321,49.43814169,78.78835294
8/8/2013,38.89575157,295.74,72.98799068,49.01796218,79.16788957
8/9/2013,38.451424,297.26,73.46611592,48.74082251,78.79697878
8/12/2013,38.18653641,296.69,75.03958261,48.35640296,78.07606286
8/13/2013,37.8618355,293.97,75.25691226,48.53520275,77.65046189
8/14/2013,37.91310407,291.34,74.6049233,48.4100429,77.25960386
8/15/2013,37.40896317,286.47,74.63969605,47.64120381,76.57343087
8/16/2013,37.00735941,284.82,74.03117302,47.64120381,76.35628752
8/19/2013,36.46903947,285.57,73.19662715,46.33596535,75.49639986
8/20/2013,36.58866613,287.09,72.90105882,46.59522504,75.41822825
8/21/2013,36.20415189,284.57,72.1012857,46.15716556,75.06211316
8/22/2013,36.47758424,289.73,73.17054759,46.67568494,75.54851426
8/23/2013,36.879188,290.01,72.92713838,46.77402483,76.0175439
8/26/2013,36.44340519,286.21,72.64026324,46.30914538,75.64405734
8/27/2013,36.54594232,280.93,71.89264923,45.23634664,75.40954252
8/28/2013,36.75101658,281.58,71.67531958,45.21846666,77.16406079
8/29/2013,36.47758424,283.98,71.74486507,45.32574654,75.80040055
8/30/2013,36.57157661,280.98,71.75355825,45.17376672,75.70485748
9/3/2013,36.02471191,288.8,71.7274787,45.71016608,75.69617174
9/4/2013,36.06743571,293.64,72.62287687,46.3717253,76.22600151
9/5/2013,36.00762239,294.1,72.10997888,46.58628505,75.86988642
9/6/2013,36.36650234,295.86,72.49247907,46.98858458,75.78302908
9/9/2013,36.46049471,299.71,74.40498002,47.25678426,76.46920207
9/10/2013,36.64847945,300.36,75.29168501,47.98092341,76.27811592
9/11/2013,36.06743571,299.64,75.74373068,47.61438384,77.16406079
9/12/2013,35.81963765,298.86,75.49162829,46.70250491,76.41708766
9/13/2013,36.41777091,297.92,75.63941245,47.01540454,76.78188849
9/16/2013,36.58866613,296.06,75.78719661,47.50710396,77.01640331
9/17/2013,36.91336704,304.17,75.69157157,47.46240402,77.25091813
9/18/2013,38.28907354,312.034,76.3609469,47.74848368,77.8068051
9/19/2013,38.16944689,312.06,76.28270822,47.15844438,77.54623308
9/20/2013,37.36623937,316.34,73.67475239,47.20314432,77.00771757
9/23/2013,37.87892502,311.49,73.9181616,46.00518574,76.21731578
9/24/2013,37.77638789,314.13,73.98770709,44.98602694,75.87857216
9/25/2013,37.41750793,312.65,73.45742273,46.21974548,75.68748601
9/26/2013,37.28933652,318.12,73.19662715,46.38960528,75.62668587
9/27/2013,37.1184413,316.01,72.84889971,46.70250491,75.47902839
9/30/2013,37.04153845,312.64,72.50117226,46.21080549,74.73205527
10/1/2013,37.35769461,320.95,72.81412696,46.45218521,74.69731233
10/2/2013,37.49441078,320.51,73.08361573,46.90812467,74.7667982
10/3/2013,37.02444893,314.76,72.99668387,46.77304656,74.26302563
10/4/2013,37.03299369,319.04,73.19662715,47.43042669,74.97525582
10/7/2013,36.86209848,310.03,72.61418368,46.67398928,74.61045499
10/8/2013,37.16116511,303.23,72.02304702,45.80948938,74.27171137
10/9/2013,37.32351556,298.23,72.60549049,45.7014269,73.96771068
10/10/2013,37.71657456,305.174,73.65736601,47.29534858,74.73205527
10/11/2013,37.82765646,310.889,74.42236639,47.28634338,75.52245706
10/14/2013,37.65676124,310.7,74.97003712,47.46644752,76.08702977
10/15/2013,37.15262035,306.4,74.544071,47.10623923,75.38348532
10/16/2013,37.40041841,310.49,74.99611668,48.62811926,75.83514349
10/17/2013,38.13526785,310.77,75.15259403,48.81722861,75.98280096
10/18/2013,38.29761831,328.931,76.45693142,48.89827548,76.0436011
10/21/2013,38.14381261,326.44,76.77207334,48.87125986,75.76565761
10/22/2013,38.65649826,332.54,78.05890285,48.28592138,76.41708766
10/23/2013,39.75022766,326.756,73.3230201,47.50246835,76.0957155
10/24/2013,39.92112287,332.21,73.99707365,47.25932775,76.79925996
10/25/2013,40.39962948,363.39,74.20716827,47.52047876,76.40840193
10/28/2013,40.41671901,358.16,73.7782251,47.4394319,76.63423101
10/29/2013,40.39108472,362.7,73.59439231,47.48445794,77.24223239
10/30/2013,40.24582379,361.08,73.08666366,47.36739024,77.13800358
10/31/2013,40.02366,364.03,72.97286241,46.41283827,77.84154804
11/1/2013,40.19455522,359.002,73.17420308,47.28634338,78.01526272
11/4/2013,40.32272664,358.74,73.43682135,46.86309863,79.99561007
11/5/2013,39.79295146,358.892,73.57688443,46.78205177,79.90006699
11/6/2013,40.36545044,356.18,73.72570144,46.91712988,80.96841227
11/7/2013,39.9422782,343.56,73.22672674,46.51189555,80.42121103
11/8/2013,39.9422782,350.31,73.74320933,48.59209843,81.09459438
11/11/2013,40.6763525,354.378,73.66442385,48.71817133,81.29573486
11/12/2013,40.90952904,349.53,73.40180558,48.60110364,81.04212295
11/13/2013,40.8663482,356.22,73.70819356,48.75419216,80.97216104
11/14/2013,41.09952474,367.396,73.3230201,48.98832755,81.52311105
11/15/2013,41.31542895,369.17,73.30551222,49.41157229,83.3158849
11/18/2013,41.72996503,366.18,73.56813048,50.19502532,83.47329919
11/19/2013,41.46224381,364.94,73.24423462,50.56423882,83.44706347
11/20/2013,41.0304354,362.57,72.37759434,50.51921279,82.79991584
11/21/2013,41.13406942,368.92,71.88737358,51.527796,82.80866108
11/22/2013,41.19452259,372.31,72.55267319,51.74392097,83.0885087
11/25/2013,41.06498007,376.64,73.8832724,51.91501991,83.15847061
11/26/2013,40.96998222,381.37,73.84825664,51.48276996,82.44136107
11/27/2013,40.65044399,386.71,74.11962884,51.76193139,82.03033487
11/29/2013,40.64180782,393.62,74.05835125,51.527796,81.75048725
12/2/2013,40.27045259,392.3,73.75196327,51.31167103,81.7854682
12/3/2013,40.47772063,384.66,73.41931347,51.20360854,82.54630393
12/4/2013,40.46908446,385.96,73.50685289,51.50078038,82.7911706
12/5/2013,40.14091007,384.49,73.89202635,50.26706698,82.31892774
12/6/2013,40.6763525,386.95,74.84620605,50.48319196,83.64820395
12/9/2013,40.3481781,384.89,75.36268864,50.88842628,83.81436348
12/10/2013,39.86455268,387.78,75.65156873,51.05952522,83.70067538
12/11/2013,39.53637829,382.19,74.65361932,50.49219716,82.43261583
12/12/2013,39.63137614,381.25,74.90748365,50.70832214,83.39459204
12/13/2013,39.55365062,384.24,75.32767287,50.58224924,83.35086585
12/16/2013,39.70046548,388.97,76.49194719,50.80737942,85.02120636
12/17/2013,39.57092296,387.65,76.08926585,50.17701491,84.61018016
12/18/2013,40.16681857,395.96,77.18350862,51.54580641,87.05010163
12/19/2013,40.05454838,395.19,76.63201026,51.53680121,86.95390401
12/20/2013,40.3481781,402.2,77.84880823,51.96004595,86.29801114
12/23/2013,40.08045689,402.92,78.75046428,52.44632714,86.14934209
12/24/2013,40.23590792,399.2,79.5820888,52.45533235,86.77025401
12/26/2013,40.08909306,404.39,79.79218341,52.41030631,88.23945404
12/27/2013,40.1581824,398.08,79.54707303,52.35627507,88.77291357
12/30/2013,40.27908876,393.37,79.54707303,52.18517613,87.72348498
12/31/2013,40.36545044,398.79,79.49454937,52.66245212,88.50181118
1/2/2014,39.83864418,397.97,78.6716788,52.7615094,87.23375164
1/3/2014,39.82137184,396.44,78.62790909,53.16938913,87.02386592
1/6/2014,39.79546334,393.63,77.59494391,53.47756493,87.15504449
1/7/2014,40.05454838,398.03,77.84880823,52.86121333,88.38812309
1/8/2014,39.81273567,401.92,78.03264102,53.359733,88.09953022
1/9/2014,39.9681867,401.01,78.53161573,53.26002907,87.24249688
1/10/2014,40.76271418,397.66,79.23193111,53.01530123,87.90713498
1/13/2014,40.30499726,390.98,78.68918669,52.2992457,86.18432305
1/14/2014,40.16681857,397.54,79.27570082,52.33550168,86.68280163
1/15/2014,40.11500156,395.87,80.89518013,53.92170064,86.38546353
1/16/2014,40.22727175,395.8,81.07025897,53.46850093,86.52538734
1/17/2014,40.39135895,399.61,80.56803044,52.67086946,86.71778258
1/21/2014,40.88362054,407.05,79.82790417,52.72525342,86.14059685
1/22/2014,41.03907156,404.54,78.98204559,52.19954176,85.59839208
1/23/2014,41.13406942,399.87,77.95996646,51.18437443,84.8025754
1/24/2014,40.39135895,387.6,75.92461923,49.93354325,82.94858489
1/27/2014,40.74544184,386.28,80.43586503,49.93354325,83.00980156
1/28/2014,41.0304354,394.43,81.47556621,50.52270286,83.64820395
1/29/2014,41.09952474,384.2,79.84552623,50.33235899,83.17596108
1/30/2014,41.66087568,403.01,82.11877118,50.75836671,82.1964944
1/31/2014,42.15313727,358.69,82.74435409,50.17827109,80.5961158
2/3/2014,41.72132886,346.15,81.43151108,49.22655171,78.75087053
2/4/2014,41.88541605,347.95,81.50199929,49.80664733,78.72463481
2/5/2014,41.4104268,346.45,81.02620384,50.04231118,78.33984433
2/6/2014,41.53996932,354.59,82.67386588,51.19343842,79.08318958
2/7/2014,41.91522535,361.08,83.59021268,51.32033434,79.7701037
2/10/2014,42.1072168,360.87,83.26420468,51.42910227,78.83660502
2/11/2014,42.44756529,361.79,83.66951192,52.05451786,79.99907507
2/12/2014,42.74427936,349.25,84.73564619,52.13609381,80.21043326
2/13/2014,43.37261503,357.2,84.68278002,52.5983575,80.51866396
2/14/2014,43.73041729,357.35,85.07046521,52.70712543,82.87883042
2/18/2014,43.97477005,353.65,85.07927624,53.01530123,82.84360405
2/19/2014,43.76532482,347.38,84.77089029,51.90042996,82.73792496
2/20/2014,43.93113562,349.8,85.39647321,52.19047777,83.98846092
2/21/2014,44.12312708,346.76,85.90751277,52.21766975,83.68903681
2/24/2014,43.69550975,351.78,85.74891428,52.5983575,84.93076618
2/25/2014,43.68678286,358.32,84.94711083,51.6919581,84.81628049
2/26/2014,43.87004743,359.8,85.64318196,51.43816626,84.35833775
2/27/2014,43.45988387,360.13,85.20263061,51.3837823,84.4023707
2/28/2014,43.80895924,362.1,85.44052834,51.50161422,84.78105413
3/3/2014,43.3900688,359.78,84.85900056,50.94871059,84.1029466
3/4/2014,43.67805598,363.9,85.48458348,51.90042996,85.00121891
